YEAR,OPID,OTT 서비스 주중 이용 시간(분 기준 환산),OTT 서비스 주말 이용 시간(분 기준 환산)
2021,109100002,10,30
2021,109100003,120,180
2021,109110001,,
2021,109110002,60,120
2021,109110003,,
2021,109120001,,
2021,109120002,,
2021,109120003,,
2021,109120004,,
2021,109130001,40,60
2021,109130002,30,60
2021,109130003,80,100
2021,109140001,60,180
2021,109140002,30,120
2021,109140003,120,120
2021,109140004,90,210
2021,109150001,,
2021,109150002,,
2021,109150003,60,120
2021,109170001,30,10
2021,109170002,10,30
2021,109170003,120,120
2021,109180001,30,60
2021,109180002,120,300
2021,109180003,90,120
2021,109180004,,
2021,109190001,20,20
2021,109190003,0,10
2021,109190004,,
2021,109200001,,
2021,109200002,,
2021,109200003,60,180
2021,10920001,0,10
2021,10920002,60,30
2021,10920003,60,0
2021,109210001,,
2021,109210002,,
2021,109220001,,
2021,109220002,,
2021,109220003,60,120
2021,109230001,,
2021,109230002,,
2021,109240001,,
2021,109240002,,
2021,109240004,,
2021,109250001,10,10
2021,109250002,180,180
2021,109250003,,
2021,109260001,,
2021,109260002,,
2021,109270001,,
2021,109270002,,
2021,109270003,120,300
2021,109270004,,
2021,109280001,10,10
2021,109280002,,
2021,109280003,,
2021,109280004,,
2021,109290001,,
2021,109290002,30,60
2021,109300001,20,20
2021,109300002,30,60
2021,109300003,180,300
2021,109300004,,
2021,10930001,,
2021,10930002,,
2021,10930003,,
2021,10930004,100,180
2021,10930005,,
2021,109310001,,
2021,109310002,,
2021,109320001,10,10
2021,109320002,10,10
2021,109330001,5,10
2021,109330002,30,20
2021,109330003,130,180
2021,109330004,240,300
2021,109340001,,
2021,109340002,,
2021,109340003,180,300
2021,109340004,120,180
2021,109350001,20,30
2021,109350002,5,10
2021,109350003,30,60
2021,109350004,,
2021,109360001,,
2021,109360002,30,30
2021,109360003,120,360
2021,109360004,,
2021,109370001,,
2021,109370002,60,180
2021,109370003,120,180
2021,109370004,,
2021,109380001,,
2021,109380002,30,60
2021,109380003,120,300
2021,109380004,,
2021,109390001,40,40
2021,109390002,60,100
2021,109390003,30,0
2021,109390004,,
2021,109400001,,
2021,109400002,,
2021,10940001,,
2021,10940002,,
2021,109410001,30,20
2021,109410002,30,60
2021,109410003,120,180
2021,109410004,30,60
2021,10950001,0,30
2021,10950002,60,60
2021,10950003,30,30
2021,10950004,,
2021,109540001,10,10
2021,109540002,20,30
2021,109550001,30,90
2021,109550002,60,90
2021,109550003,,
2021,109560001,30,30
2021,109560002,30,60
2021,109560003,60,90
2021,109570001,40,60
2021,109570002,30,30
2021,109580001,20,20
2021,109580002,60,60
2021,109580003,60,90
2021,109590001,60,60
2021,109590002,60,90
2021,109590003,50,90
2021,109600001,30,30
2021,109600002,60,60
2021,109600003,30,60
2021,109610001,30,30
2021,109610002,90,90
2021,109620001,30,90
2021,109620002,30,30
2021,109630001,20,30
2021,109630002,10,20
2021,109630003,30,60
2021,109630004,30,60
2021,109640001,30,30
2021,109640002,30,60
2021,109640003,60,120
2021,109650001,20,30
2021,109650002,,
2021,109660001,60,90
2021,109660002,60,90
2021,109660003,90,90
2021,109670001,30,90
2021,109670002,60,90
2021,109670003,90,150
2021,109670004,90,120
2021,109680002,,
2021,109690001,10,30
2021,109690002,5,10
2021,109690003,20,60
2021,109700002,60,60
2021,109700003,30,60
2021,10970001,40,20
2021,10970002,10,10
2021,10970003,70,58
2021,109710001,30,30
2021,109710002,30,30
2021,109710003,60,60
2021,109720001,30,30
2021,109720002,30,60
2021,109730002,60,60
2021,109780001,15,20
2021,109780002,10,10
2021,109780003,20,20
2021,109780004,20,30
2021,109790001,20,0
2021,109790002,10,10
2021,109790003,20,20
2021,109790004,20,20
2021,109800001,10,10
2021,109800002,15,15
2021,109800003,20,20
2021,10980001,30,40
2021,10980002,30,30
2021,10980003,,
2021,10980004,30,60
2021,10980005,,
2021,109810001,5,5
2021,109820001,10,10
2021,109820002,10,0
2021,109820003,20,20
2021,109830001,10,10
2021,109830002,10,10
2021,109830003,20,20
2021,109850001,20,20
2021,109850002,15,20
2021,109850003,20,20
2021,109850004,20,20
2021,109860001,15,15
2021,109860002,20,20
2021,109900001,10,10
2021,109910001,,
2021,109910002,10,10
2021,109920001,,
2021,109920002,20,30
2021,109920003,10,10
2021,109930001,,
2021,109930002,20,20
2021,109930003,10,10
2021,109940001,20,60
2021,109940002,,
2021,109940003,60,60
2021,109950001,10,10
2021,109950002,10,10
2021,109960001,,
2021,109960002,10,10
2021,109960003,30,30
2021,109970001,,
2021,109970002,10,10
2021,109970003,60,60
2021,11000001,10,10
2021,11000002,10,10
2021,1100001,0,30
2021,11000101,20,30
2021,11000102,20,20
2021,110020001,,
2021,110020002,,
2021,110020003,,
2021,110030001,,
2021,110030002,,
2021,110030003,,
2021,110030004,,
2021,110040001,,
2021,110040002,,
2021,110040003,,
2021,110040004,,
2021,110050001,,
2021,110050002,,
2021,110050003,,
2021,110050004,,
2021,110060001,,
2021,110060002,,
2021,110070001,,
2021,110070002,,
2021,110070003,,
2021,110090001,,
2021,110090002,,
2021,110100001,,
2021,110100002,,
2021,110100003,,
2021,110100004,,
2021,11010001,,
2021,11010002,0,5
2021,11010003,0,10
2021,11010004,10,20
2021,110110001,,
2021,110110002,,
2021,110130001,,
2021,110130002,,
2021,110130003,,
2021,110140001,,
2021,110140002,,
2021,11020001,5,5
2021,11020002,,
2021,11020003,20,30
2021,110220001,10,10
2021,110220002,10,10
2021,110230001,10,10
2021,110230002,10,10
2021,11030001,,
2021,11030002,,
2021,11030003,20,30
2021,11030004,30,30
2021,11030005,30,30
2021,110320001,,
2021,110320002,,
2021,110320003,20,20
2021,110320004,20,20
2021,110330001,30,30
2021,110330002,30,30
2021,110330003,20,20
2021,110330004,10,10
2021,110340001,10,10
2021,110340002,30,30
2021,110340003,10,10
2021,110340004,10,10
2021,110360001,30,30
2021,110360002,30,30
2021,110360004,10,10
2021,110360102,20,20
2021,110370001,15,15
2021,110370002,20,30
2021,110370003,10,10
2021,110370004,20,20
2021,110380001,,
2021,110380002,10,20
2021,110380003,20,20
2021,110380004,10,10
2021,110390001,30,30
2021,110390002,30,30
2021,110390003,10,10
2021,110390004,20,20
2021,110390005,,
2021,110400001,10,30
2021,110400002,10,10
2021,110400003,10,10
2021,110400004,10,10
2021,11040001,,
2021,11040002,,
2021,11040101,30,50
2021,110410001,20,20
2021,110410002,30,30
2021,110410004,10,10
2021,110410101,10,10
2021,11050001,,
2021,11050002,,
2021,11050003,300,300
2021,11050004,60,120
2021,11050005,60,120
2021,110520001,,
2021,110520002,,
2021,110530001,,
2021,110530002,,
2021,110530003,30,30
2021,110540001,10,10
2021,110540002,20,30
2021,110550001,,
2021,110550002,,
2021,110560001,,
2021,110560002,,
2021,110570001,10,20
2021,110570002,10,10
2021,110570003,40,60
2021,110570004,,
2021,110580001,,
2021,110590001,,
2021,110590002,,
2021,110600001,30,60
2021,110600002,90,180
2021,11060001,,
2021,11060002,,
2021,11060004,40,40
2021,11060101,20,30
2021,11060102,10,30
2021,110610001,30,120
2021,110610002,60,150
2021,110620001,30,60
2021,110620002,30,60
2021,110620003,60,180
2021,110620004,30,90
2021,110630001,30,60
2021,110630002,30,120
2021,110630003,30,90
2021,110640001,20,60
2021,110640002,20,60
2021,110640003,40,180
2021,110640004,30,180
2021,110650001,30,120
2021,110650002,30,120
2021,110650003,60,180
2021,110650004,60,180
2021,110660001,60,120
2021,110660002,30,90
2021,110670001,30,90
2021,110670002,30,90
2021,110680001,20,60
2021,110680002,60,180
2021,110690001,30,60
2021,110690002,30,60
2021,110700001,,
2021,11070001,,
2021,11070002,,
2021,11070003,,
2021,11070004,,
2021,11070005,,
2021,110710001,,
2021,110720001,30,0
2021,110720002,,
2021,110720004,,
2021,110730001,,
2021,110730002,,
2021,110730003,,
2021,110740001,20,0
2021,110740002,30,20
2021,110750001,,
2021,110760001,,
2021,110760002,,
2021,110760004,,
2021,110770001,20,20
2021,110780001,,
2021,110780002,20,10
2021,110790001,10,10
2021,110790002,,
2021,110790004,,
2021,110800001,,
2021,110800002,40,30
2021,110800003,,
2021,11080001,,
2021,11080002,40,30
2021,11080003,20,30
2021,110820001,160,70
2021,110820002,90,120
2021,110820003,,
2021,110830001,,
2021,110830002,10,5
2021,110830003,,
2021,110830004,,
2021,110830005,,
2021,110850001,5,5
2021,110910001,10,5
2021,110910002,5,10
2021,110910003,,
2021,110920001,10,20
2021,110920002,5,5
2021,110920003,30,30
2021,110920004,,
2021,110930001,,
2021,110940001,5,5
2021,110940002,10,10
2021,110940003,30,30
2021,110950001,10,10
2021,110950002,10,10
2021,110960001,,
2021,110960002,20,30
2021,110970001,10,30
2021,110970002,10,20
2021,110970003,10,10
2021,110970004,10,20
2021,110980001,,
2021,110980002,20,20
2021,110980003,,
2021,110990001,,
2021,110990002,,
2021,110990003,30,30
2021,11100001,,
2021,11100002,25,30
2021,11100003,15,20
2021,1110001,,
2021,1110002,20,20
2021,111010001,,
2021,111010002,,
2021,111010004,,
2021,111020001,,
2021,111030001,,
2021,111030002,,
2021,111040001,20,20
2021,111040002,20,20
2021,111050001,,
2021,111050002,,
2021,111060001,,
2021,111060002,,
2021,111070001,20,20
2021,111070002,10,10
2021,111080001,5,5
2021,111080002,,
2021,111080003,30,30
2021,111080004,20,30
2021,111090001,20,20
2021,111090002,30,30
2021,111090003,,
2021,111100001,20,20
2021,111100002,,
2021,111100003,,
2021,11110001,10,10
2021,11110002,20,20
2021,11110003,20,30
2021,111110002,,
2021,11120001,,
2021,11120002,30,40
2021,11120003,30,40
2021,11140001,10,5
2021,11140002,10,5
2021,11140003,20,20
2021,11160001,,
2021,11160002,,
2021,11170001,,
2021,11170002,,
2021,11180001,10,20
2021,11180002,10,10
2021,11180003,60,120
2021,11180004,2,5
2021,11190001,,
2021,11190002,,
2021,11190003,30,60
2021,11190004,40,60
2021,11190005,30,30
2021,112000001,30,30
2021,112000002,60,60
2021,112000003,,
2021,11200001,,
2021,11200002,,
2021,1120001,30,30
2021,1120002,30,30
2021,1120003,10,30
2021,112010002,60,60
2021,112010003,30,30
2021,112010004,60,60
2021,112020001,30,30
2021,112020002,60,60
2021,112020003,30,30
2021,112030001,,
2021,112030003,60,90
2021,112030004,30,30
2021,112040001,40,40
2021,112040002,60,60
2021,112040003,60,60
2021,112050001,30,30
2021,112050002,60,60
2021,112050003,30,120
2021,112060002,30,30
2021,112060003,60,60
2021,112060004,,
2021,112070002,60,60
2021,112070003,60,60
2021,112080001,5,5
2021,112080002,5,5
2021,112080004,60,60
2021,112090001,,
2021,112090002,30,30
2021,112100001,10,20
2021,112100002,30,30
2021,112100004,60,60
2021,112120001,,
2021,112120002,5,5
2021,112120004,20,20
2021,112130001,20,20
2021,112130002,60,60
2021,112130003,60,30
2021,112130004,90,90
2021,112140001,20,20
2021,112140002,60,60
2021,112140003,,
2021,112150001,10,5
2021,112150002,30,30
2021,112150003,90,90
2021,112160001,30,30
2021,112160002,90,120
2021,112160003,30,30
2021,112160004,30,30
2021,112170001,,
2021,112170002,20,20
2021,112180001,,
2021,112180003,60,60
2021,112180004,,
2021,112190001,30,30
2021,112190002,30,30
2021,112190003,60,60
2021,112200001,30,30
2021,112200002,90,90
2021,112200003,,
2021,11220001,,
2021,11220004,20,30
2021,112210002,20,20
2021,112210003,60,120
2021,112210004,60,60
2021,112220001,30,30
2021,112220002,60,90
2021,112220003,10,10
2021,112220004,10,10
2021,112230001,,
2021,112230002,30,30
2021,112230003,60,60
2021,112230004,60,60
2021,112240001,,
2021,112240002,30,30
2021,112250001,60,60
2021,112250002,60,60
2021,112260002,60,60
2021,112260003,20,20
2021,112270001,10,10
2021,112270002,30,30
2021,112290002,20,20
2021,112290003,60,60
2021,112290004,30,30
2021,11230001,,
2021,11230002,,
2021,112320001,30,60
2021,112320002,10,10
2021,112340002,30,30
2021,112400001,30,30
2021,112410001,30,30
2021,112410002,30,30
2021,112420001,30,60
2021,112430001,30,30
2021,112430002,30,60
2021,112430003,40,50
2021,112440001,30,40
2021,112440002,30,40
2021,112440003,,
2021,112450001,30,30
2021,112450002,30,30
2021,112450003,30,30
2021,112450004,40,60
2021,112460001,30,30
2021,112460002,30,30
2021,112460003,30,40
2021,112460004,30,30
2021,112470001,30,30
2021,112470002,30,30
2021,112470003,30,50
2021,112480001,30,30
2021,112480002,90,60
2021,112480003,20,10
2021,112480004,20,20
2021,112490001,10,10
2021,112490002,30,30
2021,11250001,,
2021,11250002,5,5
2021,11250003,30,30
2021,11250004,,
2021,112520002,60,60
2021,112520003,30,30
2021,112530001,60,60
2021,112530002,60,30
2021,112540001,30,30
2021,112540002,90,90
2021,112540003,40,60
2021,112540004,30,60
2021,112560002,90,60
2021,112560003,60,60
2021,112560004,30,30
2021,112570001,10,0
2021,112570002,60,60
2021,112570004,60,60
2021,112580001,30,30
2021,112580002,60,90
2021,112590001,30,30
2021,112590002,30,30
2021,112590004,90,90
2021,112600001,,
2021,112600002,30,30
2021,112600003,60,60
2021,11260001,60,60
2021,11260002,30,30
2021,11260003,,
2021,11260004,,
2021,11260005,60,60
2021,11260006,60,60
2021,112610002,30,30
2021,112610003,20,20
2021,112650001,60,60
2021,112650002,60,60
2021,112670001,30,30
2021,112670002,60,60
2021,112670003,30,30
2021,112700001,60,60
2021,112700002,90,30
2021,112710001,60,60
2021,112710002,60,60
2021,112710003,30,30
2021,112720001,30,30
2021,112720002,60,60
2021,112720003,,
2021,112730001,40,20
2021,112730002,30,30
2021,112730003,20,20
2021,112770001,60,30
2021,112770002,60,30
2021,112770003,120,120
2021,112800002,30,30
2021,112800003,60,120
2021,112800004,,
2021,112800005,,
2021,112810001,,
2021,112810002,20,20
2021,112810003,,
2021,112810004,,
2021,112820001,60,120
2021,112820002,60,180
2021,112820003,,
2021,112820004,,
2021,112830001,,
2021,112830002,5,0
2021,112830003,,
2021,112840001,,
2021,112840002,,
2021,112840003,,
2021,112840004,,
2021,112850001,30,30
2021,112850002,60,120
2021,112850003,480,240
2021,112870001,,
2021,112870002,,
2021,112870003,,
2021,112870004,,
2021,112880001,20,20
2021,112880002,,
2021,112880003,,
2021,112880004,10,10
2021,112890001,10,20
2021,112890002,90,90
2021,112890003,60,0
2021,112890004,120,180
2021,112900001,20,20
2021,112900002,,
2021,112900003,30,30
2021,11290001,,
2021,11290002,,
2021,112910001,40,90
2021,112910002,30,60
2021,112910003,50,120
2021,112910004,60,120
2021,112920001,,
2021,112920002,,
2021,112920003,,
2021,112940001,,
2021,112950001,,
2021,112950002,30,30
2021,112950003,120,120
2021,112950004,,
2021,112960001,60,60
2021,112960002,30,30
2021,112960003,,
2021,112970001,,
2021,112970002,,
2021,112970003,60,120
2021,113000001,20,15
2021,113000002,10,10
2021,113000003,15,10
2021,113140001,10,10
2021,113140002,,
2021,113150001,,
2021,113150002,,
2021,113170001,,
2021,113180001,,
2021,113180002,,
2021,113190001,,
2021,113200001,,
2021,113200002,,
2021,113210001,,
2021,113210002,,
2021,113210003,,
2021,113220001,,
2021,113220002,,
2021,113220003,30,30
2021,113220004,30,30
2021,113230001,,
2021,113230002,30,30
2021,113230003,,
2021,113240001,,
2021,113240002,60,60
2021,113240003,30,30
2021,113250001,,
2021,113260001,,
2021,113270001,,
2021,113270002,,
2021,113280001,,
2021,113280002,,
2021,113280003,60,60
2021,113280004,30,30
2021,113290001,,
2021,113290002,,
2021,113290003,30,60
2021,113350001,,
2021,113350002,30,30
2021,113350003,40,40
2021,113350004,30,30
2021,11350001,,
2021,11360002,,
2021,11380002,,
2021,11390001,60,120
2021,11400002,60,120
2021,114060001,,
2021,114060002,,
2021,114070001,,
2021,114070002,30,30
2021,114080001,,
2021,114080002,,
2021,114090001,,
2021,114090002,,
2021,114100001,30,30
2021,11410002,10,10
2021,114110001,,
2021,114120001,,
2021,114130001,,
2021,114140001,20,20
2021,114150001,,
2021,114150002,,
2021,114150003,,
2021,114200001,5,5
2021,114200002,,
2021,114200003,,
2021,11420003,40,60
2021,114210001,,
2021,114210002,,
2021,114210003,,
2021,114210004,,
2021,114220001,300,300
2021,114220002,,
2021,114220003,,
2021,114220004,,
2021,114230001,,
2021,114230002,,
2021,114230003,,
2021,114230004,,
2021,114240001,60,120
2021,114240002,30,30
2021,114250001,,
2021,114250002,,
2021,114260001,120,180
2021,114260002,60,60
2021,114260003,,
2021,114260004,,
2021,114270001,120,120
2021,114270002,,
2021,114270003,,
2021,114270004,,
2021,114280001,,
2021,114280002,,
2021,114280003,10,10
2021,114280004,,
2021,114290001,,
2021,114290002,,
2021,114290003,120,240
2021,114290004,120,240
2021,114300001,,
2021,114300002,,
2021,114300003,60,120
2021,114300004,,
2021,11430002,50,80
2021,114310002,0,5
2021,114310003,,
2021,114310004,5,5
2021,114400001,20,30
2021,114400002,,
2021,114400003,30,120
2021,114400004,30,60
2021,11440001,10,30
2021,11440002,,
2021,11440003,20,30
2021,11440004,30,40
2021,114410001,120,150
2021,114410002,5,0
2021,114410003,60,120
2021,114410004,60,120
2021,114420001,60,120
2021,114420002,120,240
2021,114420003,180,240
2021,114430001,30,30
2021,114430002,30,30
2021,114430003,120,120
2021,114430004,10,10
2021,114440001,,
2021,114440002,30,30
2021,114440003,,
2021,114440004,,
2021,114450001,30,30
2021,114450002,180,180
2021,114460001,5,10
2021,114460002,5,5
2021,114460003,30,30
2021,114460004,,
2021,114470001,,
2021,114470002,,
2021,114480001,,
2021,114480002,60,180
2021,114480003,60,180
2021,114490001,,
2021,114490002,,
2021,114500001,,
2021,114500002,10,10
2021,114500003,,
2021,114500004,,
2021,114510001,10,10
2021,114510002,10,20
2021,114510003,90,180
2021,114510004,300,420
2021,114520001,60,90
2021,114520002,30,30
2021,114520003,60,120
2021,114520004,30,120
2021,114530001,20,30
2021,114530002,,
2021,114530003,180,120
2021,114530004,90,90
2021,114540001,20,60
2021,114540002,60,120
2021,114540003,40,60
2021,114550001,,
2021,114550002,,
2021,114550003,,
2021,114560001,20,10
2021,114560002,5,5
2021,114560003,10,10
2021,114560004,10,10
2021,114570001,30,65
2021,114570002,10,10
2021,114570003,1,0
2021,114570004,10,10
2021,114580001,60,60
2021,114580002,20,30
2021,114580003,,
2021,114580004,30,30
2021,114580005,120,240
2021,114590001,20,20
2021,114590002,30,30
2021,11460002,30,60
2021,11470001,,
2021,11470002,240,240
2021,11470004,390,420
2021,114800001,20,0
2021,11480001,5,5
2021,11480002,,
2021,114810001,,
2021,114820001,,
2021,114820002,,
2021,114820003,,
2021,114820004,,
2021,114840001,,
2021,114840002,,
2021,114850001,,
2021,114860001,,
2021,114870001,,
2021,114880002,,
2021,114890001,,
2021,114890002,,
2021,114900002,,
2021,11490001,,
2021,11490002,60,60
2021,11490003,,
2021,11490004,,
2021,114910001,30,30
2021,114910002,120,120
2021,114920001,,
2021,114920002,,
2021,114950001,,
2021,114950002,,
2021,114980001,,
2021,114980002,,
2021,114990001,,
2021,114990002,,
2021,115000001,,
2021,115000002,,
2021,1150001,10,10
2021,1150002,10,10
2021,115010001,,
2021,115020001,,
2021,115020002,,
2021,115030001,,
2021,115030002,30,30
2021,115030003,60,60
2021,115040001,,
2021,115040002,,
2021,115050001,,
2021,115050002,,
2021,115060001,,
2021,115060002,,
2021,115070001,,
2021,115070002,,
2021,115080001,20,20
2021,115080003,30,30
2021,115090001,,
2021,115090003,,
2021,115090004,30,60
2021,115090005,60,60
2021,11510001,,
2021,11510002,,
2021,11510003,180,360
2021,11510004,180,360
2021,11520001,30,20
2021,11520002,30,30
2021,11520004,30,90
2021,11530001,10,10
2021,11530002,,
2021,11530003,10,10
2021,11530004,,
2021,115340001,20,20
2021,115340002,30,30
2021,115350002,,
2021,115350003,,
