gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,58,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,118.18,6874.35,0
Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,79.94,2159.13,0
Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.35,2370.06,1
Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),55.74,1323.7,1
Male,0,Yes,No,22,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.6,1406.75,0
Female,0,No,No,11,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,30.08,452.62,1
Female,0,No,No,70,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),99.06,6962.9,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,103.45,1106.92,1
Female,0,No,No,6,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,47.01,257.49,0
Female,1,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Mailed check,48.99,3283.2,0
Male,0,No,No,40,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,107.18,4423.74,0
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,20.44,650.94,1
Male,0,Yes,No,53,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.09,3832.16,0
Female,0,Yes,No,27,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),65.29,1772.73,0
Male,0,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,88.39,748.59,0
Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),34.67,1838.39,0
Female,1,No,No,12,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.17,1148.92,1
Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),56.43,2301.62,0
Male,0,No,Yes,69,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),81.11,5459.67,0
Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,22.09,1484.9,0
Male,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),65.1,1835.18,0
Male,0,No,No,56,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Electronic check,71.27,3974.02,1
Female,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,39.86,1609.8,1
Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,32.24,1247.6,0
Female,0,No,No,10,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,37.22,426.79,1
Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,53.1,1428.1,1
Female,0,No,No,47,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,27.87,1280.18,0
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),114.63,8339.95,0
Female,0,No,Yes,0,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.31,0.0,0
Male,0,Yes,No,52,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),100.51,5318.38,0
Female,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,117.39,7204.17,1
Female,0,No,No,69,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.23,1829.44,0
Female,0,No,No,30,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,84.47,2545.74,0
Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),106.88,841.04,1
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,82.69,1654.76,1
Male,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.76,3759.89,0
Female,0,No,No,64,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,61.97,3836.33,0
Male,1,Yes,No,46,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,21.66,1045.52,0
Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),72.53,630.74,0
Female,1,Yes,Yes,8,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,119.34,993.14,1
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),115.79,3969.48,0
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),22.12,903.4,0
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,89.99,242.98,1
Male,0,Yes,No,50,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,48.78,2435.36,0
Male,0,Yes,No,39,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,110.1,4254.93,1
Female,0,Yes,Yes,0,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,22.6,0.0,0
Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),113.46,842.41,1
Female,0,Yes,No,33,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.42,3274.06,0
Male,0,Yes,No,52,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,29.99,1599.46,0
Male,0,No,Yes,60,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,24.1,1311.67,0
Male,0,No,No,31,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),103.14,3188.68,0
Female,0,Yes,No,21,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),33.89,677.0,1
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,72.56,4912.4,0
Male,0,Yes,No,33,Yes,No phone service,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,111.41,3707.65,0
Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,75.88,1714.84,1
Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),58.52,1704.7,0
Male,0,No,Yes,0,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.39,67.17,1
Female,0,Yes,No,22,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,24.44,652.48,0
Female,0,No,No,37,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,116.81,4441.18,0
Male,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),49.69,3357.95,0
Female,0,Yes,No,53,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,37.32,1981.64,0
Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),47.18,2795.51,0
Female,1,Yes,No,39,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,116.37,4673.02,0
Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,27.62,311.65,0
Male,0,Yes,Yes,28,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,106.46,2905.56,0
Female,0,Yes,No,72,Yes,No,DSL,No,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),90.2,6510.51,0
Female,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,102.66,343.14,0
Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.54,7377.79,0
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),103.9,5128.65,1
Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),114.22,2466.24,0
Female,0,Yes,No,56,No,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),30.95,1784.39,0
Female,0,Yes,No,61,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),99.17,6167.24,0
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),73.66,235.61,1
Male,1,Yes,Yes,7,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),73.44,508.22,0
Female,1,No,No,48,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),109.69,5295.62,0
Male,0,No,Yes,72,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,117.12,8367.37,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,89.89,12.79,1
Female,0,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Mailed check,67.26,3329.78,0
Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64.55,690.74,0
Male,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,57.41,2618.98,0
Male,0,Yes,No,45,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.88,2547.04,0
Male,1,Yes,No,6,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.93,340.62,0
Male,1,No,Yes,49,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,27.15,1357.53,0
Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),25.9,1720.32,0
Female,0,No,No,63,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),97.55,6225.2,0
Female,0,No,No,2,No,No,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.5,133.62,1
Male,0,Yes,No,17,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),112.93,2032.62,0
Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.45,1392.4,0
Female,0,No,Yes,33,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.59,762.4,1
Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),34.07,274.04,0
Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,38.99,2590.07,0
Male,0,Yes,No,56,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.53,6619.27,0
Female,0,No,Yes,59,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.31,2435.33,1
Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,70.61,859.89,0
Male,1,No,No,1,No,Yes,No,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,113.49,47.67,1
Female,0,Yes,No,66,No,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),117.67,7865.25,0
Male,0,No,No,21,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),42.11,907.26,1
Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,23.01,928.37,0
Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,33.67,2305.28,1
Female,1,No,Yes,2,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),24.46,5.42,0
Female,0,Yes,Yes,0,Yes,No phone service,No,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),37.9,112.91,0
Female,1,Yes,No,0,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,Yes,Mailed check,75.99,0.0,0
Male,0,No,Yes,11,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,No,Mailed check,111.07,1238.15,1
Male,0,Yes,No,3,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.8,312.72,1
Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,81.85,4757.35,1
Female,0,No,Yes,44,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.59,1618.53,0
Male,0,Yes,No,71,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,99.66,7060.14,0
Female,0,Yes,Yes,58,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.01,4764.75,0
Female,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.14,7323.33,0
Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.78,1817.82,0
Female,1,Yes,Yes,21,No,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,53.49,1189.19,0
Male,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),27.24,1640.64,0
Male,0,Yes,Yes,17,No,No,No,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,41.04,666.3,1
Male,0,No,No,4,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,62.66,102.1,1
Male,0,Yes,Yes,48,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),114.46,5439.76,0
Female,1,No,No,58,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Electronic check,56.59,3281.61,1
Female,0,No,No,70,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),96.62,6837.83,1
Female,0,No,No,67,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.13,4838.01,0
Male,0,No,No,8,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),36.65,425.79,0
Female,0,No,No,56,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.71,2785.0,0
Male,0,Yes,No,61,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,84.63,5107.78,0
Female,0,Yes,No,50,No,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,86.63,4454.49,1
Male,1,No,No,59,No,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),62.35,3695.57,0
Male,1,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,41.32,2476.36,0
Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),91.63,2919.75,0
Female,0,Yes,Yes,2,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,35.23,178.71,1
Male,0,No,No,33,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,113.54,3864.12,1
Male,0,No,No,14,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),37.17,455.04,0
Male,0,Yes,No,8,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.95,228.21,0
Female,1,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),68.76,626.05,1
Male,0,Yes,No,50,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),70.99,3470.6,0
Male,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),69.84,2509.79,1
Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,62.54,2439.49,1
Male,0,No,No,54,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,119.47,6542.6,0
Female,0,No,Yes,40,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,67.6,2800.59,0
Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),66.75,2977.41,0
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,61.02,349.0,0
Female,0,Yes,No,62,No,No phone service,No,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,24.82,1591.98,0
Male,0,No,No,32,Yes,No,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),78.48,2464.54,0
Female,0,Yes,No,11,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),41.25,500.84,1
Male,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,83.04,4892.33,0
Male,0,No,Yes,53,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,23.19,1151.52,0
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,118.1,277.75,1
Male,1,No,No,14,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.84,1037.52,1
Female,0,Yes,Yes,1,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,109.47,96.96,1
Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.51,1394.92,1
Female,0,Yes,No,7,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.15,127.96,1
Male,0,No,No,51,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,101.87,5218.67,0
Female,0,No,No,38,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),84.11,3387.59,0
Male,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,97.74,6854.95,0
Female,0,No,No,54,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.67,3178.35,0
Female,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),83.07,3758.01,1
Male,0,No,No,37,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.34,3831.44,1
Male,0,No,No,3,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),82.37,245.45,0
Male,1,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.46,220.43,1
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),85.58,3786.97,0
Female,0,No,Yes,0,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,86.53,0.0,0
Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),115.98,333.54,1
Female,0,No,No,15,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,55.83,873.44,0
Female,0,No,No,64,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,No,Mailed check,61.36,3846.38,0
Male,0,No,Yes,33,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),100.84,3271.71,1
Female,0,No,No,51,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),69.59,3521.3,0
Male,0,No,No,30,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,93.13,2679.59,0
Female,0,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,64.89,744.88,1
Male,0,No,No,27,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),39.98,1088.96,1
Female,0,No,No,6,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,One year,No,Mailed check,94.01,532.1,1
Male,0,No,No,56,No,No,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,31.38,1735.57,0
Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Electronic check,38.26,495.79,1
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,81.94,2159.92,0
Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,94.22,6744.91,0
Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No internet service,No internet service,One year,No,Electronic check,109.26,4813.06,0
Female,0,No,No,33,No,No,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.8,1474.25,1
Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.29,1181.13,0
Female,1,Yes,No,57,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,115.52,6565.47,0
Female,0,No,No,18,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,33.75,636.74,1
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,38.16,1880.62,1
Male,0,No,No,63,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),47.72,3047.05,0
Female,1,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),72.0,2810.13,0
Male,0,Yes,No,32,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,108.05,3493.92,0
Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,95.58,1054.43,1
Male,0,No,No,18,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,90.23,1606.41,0
Female,0,No,No,69,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),35.87,2554.68,0
Female,0,No,No,39,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.48,2069.51,0
Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,66.8,1283.96,0
Female,0,No,No,30,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,33.04,1002.49,1
Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.89,1786.86,1
