고객ID,나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,Netflix_사용,Tving_사용,Disney_사용,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부
OTT00151,54,여성,서울,Tving,베이직,9960,18.81,19,1,0,월간 구독,51,2,1,0,1,1,3,0,1,0,2,0,5,휴대폰결제,0,0,11,스마트TV,0
OTT00152,64,여성,경기,Tving,베이직,9089,19.95,29,3,1,연간 구독,7,2,1,1,0,1,3,0,1,0,1,0,2,신용카드,0,10,13,스마트폰,0
OTT00153,31,남성,경남,Netflix,프리미엄 4K,16085,36.24,14,2,0,월간 구독,48,1,1,0,0,1,2,1,0,0,2,0,2,신용카드,0,5,1,스마트TV,0
OTT00154,20,남성,제주,Tving,프리미엄 4K,17115,49.85,23,1,1,6개월 구독,35,2,0,0,1,0,1,1,1,0,2,0,1,간편결제,0,30,26,PC,0
OTT00155,18,남성,광주,Disney+,베이직,9589,65.15,12,5,1,연간 구독,51,2,1,0,0,1,2,0,0,1,1,0,5,신용카드,0,10,12,스마트폰,0
OTT00156,22,여성,서울,Disney+,프리미엄 4K,17215,85.96,16,5,0,연간 구독,51,1,1,0,1,1,3,0,1,1,0,0,1,신용카드,0,0,31,스마트TV,0
OTT00157,43,여성,경남,Netflix,광고형 스탠다드,5959,103.26,25,5,0,월간 구독,52,1,1,0,0,0,1,1,0,1,1,0,1,간편결제,0,0,32,스마트폰,1
OTT00158,72,남성,부산,Disney+,베이직,9711,1.25,22,4,0,연간 구독,31,1,1,0,1,1,3,0,1,1,0,0,2,간편결제,0,0,11,스마트TV,0
OTT00159,31,남성,서울,Tving,스탠다드 HD,13489,79.51,16,5,1,6개월 구독,52,1,0,1,0,0,1,0,1,0,0,0,5,신용카드,0,0,28,스마트TV,0
OTT00160,56,여성,경남,Netflix,베이직,9408,47.19,27,5,0,월간 구독,40,1,0,1,0,0,1,1,0,0,3,0,5,신용카드,0,15,31,스마트TV,0
OTT00161,44,남성,충남,Netflix,스탠다드 HD,13409,37.97,12,4,0,월간 구독,37,4,1,1,0,0,2,1,0,0,0,0,4,휴대폰결제,0,10,27,스마트TV,0
OTT00162,26,여성,충북,Netflix,베이직,9429,49.51,10,5,0,6개월 구독,14,2,0,1,0,0,1,1,0,0,0,0,2,간편결제,0,5,14,스마트폰,0
OTT00163,32,여성,세종,Tving,광고형 스탠다드,6248,106.83,15,4,0,월간 구독,51,2,0,0,1,0,1,0,1,1,2,0,5,간편결제,0,10,34,스마트TV,0
OTT00164,32,남성,경기,Netflix,베이직,9396,39.4,17,5,0,연간 구독,58,2,1,1,0,1,3,1,0,0,0,1,3,간편결제,0,15,35,태블릿,1
OTT00165,43,남성,경기,Tving,프리미엄 4K,16720,8.85,16,3,1,월간 구독,28,3,1,0,0,0,1,1,1,0,0,0,2,간편결제,0,0,28,스마트폰,1
OTT00166,59,여성,울산,Netflix,광고형 스탠다드,5528,28.7,15,1,0,6개월 구독,53,1,1,0,0,0,1,1,1,0,0,0,5,신용카드,0,10,21,태블릿,0
OTT00167,30,여성,경기,Disney+,스탠다드 HD,13956,129.15,29,1,0,6개월 구독,12,1,0,0,0,0,0,1,0,1,0,0,4,신용카드,0,15,22,스마트TV,0
OTT00168,68,여성,경기,Netflix,광고형 스탠다드,5609,84.23,35,1,0,월간 구독,41,2,0,1,1,1,3,1,0,0,1,1,1,신용카드,0,30,31,태블릿,0
OTT00169,49,여성,전북,Disney+,베이직,9533,11.35,18,5,0,연간 구독,6,1,1,1,0,1,3,0,0,1,0,1,4,신용카드,0,20,26,태블릿,0
OTT00170,56,남성,전북,Disney+,베이직,10064,62.61,25,5,0,6개월 구독,4,3,1,1,0,1,3,1,1,1,2,0,5,신용카드,0,20,29,스마트TV,0
OTT00171,66,남성,인천,Netflix,광고형 스탠다드,5409,14.8,12,2,0,6개월 구독,33,3,1,1,1,1,4,1,0,0,3,0,1,간편결제,0,15,20,스마트폰,0
OTT00172,69,여성,전북,Tving,광고형 스탠다드,5000,21.43,19,1,0,6개월 구독,56,4,0,0,0,1,1,0,1,0,1,0,4,신용카드,0,0,17,태블릿,0
OTT00173,49,여성,전남,Netflix,프리미엄 4K,16632,31.64,24,2,1,월간 구독,5,2,1,1,0,1,3,1,0,0,0,0,1,신용카드,0,10,34,태블릿,1
OTT00174,21,남성,대전,Disney+,스탠다드 HD,13665,29.07,11,5,0,월간 구독,9,2,0,0,0,1,1,0,0,1,0,0,4,정기결제,0,5,35,스마트폰,0
OTT00175,47,여성,경기,Tving,광고형 스탠다드,5655,1.49,27,2,1,월간 구독,39,2,1,0,0,0,1,1,1,0,1,0,5,신용카드,0,0,24,스마트폰,0
OTT00176,54,여성,경기,Netflix,프리미엄 4K,17341,74.36,12,5,0,월간 구독,18,1,0,0,1,0,1,1,0,0,1,0,3,신용카드,0,0,12,PC,0
OTT00177,40,남성,경기,Netflix,베이직,9504,93.67,30,4,1,월간 구독,32,1,1,0,0,0,1,1,1,1,2,0,1,신용카드,0,10,9,태블릿,0
OTT00178,56,남성,서울,Netflix,광고형 스탠다드,5258,37.85,28,5,0,월간 구독,31,1,1,0,1,0,2,1,0,0,2,0,2,간편결제,1,0,11,스마트폰,0
OTT00179,62,여성,경기,Disney+,베이직,9348,9.49,31,5,1,연간 구독,34,2,0,0,0,1,1,0,0,1,0,0,2,간편결제,0,5,21,스마트TV,0
OTT00180,32,남성,경기,Tving,광고형 스탠다드,5502,14.25,30,1,0,월간 구독,40,2,0,1,0,0,1,1,1,1,1,0,3,간편결제,0,0,4,태블릿,0
OTT00181,60,남성,인천,Disney+,광고형 스탠다드,5435,6.75,39,1,1,연간 구독,27,1,0,0,0,0,0,0,0,1,2,1,3,정기결제,0,0,11,PC,0
OTT00182,46,남성,경남,Netflix,베이직,9279,9.29,25,5,0,6개월 구독,37,1,0,0,0,0,0,1,0,0,0,1,2,간편결제,0,5,7,스마트TV,1
OTT00183,53,여성,서울,Netflix,광고형 스탠다드,5479,104.53,5,4,0,월간 구독,37,3,1,1,1,0,3,1,0,0,0,0,4,간편결제,0,5,14,스마트폰,0
OTT00184,30,여성,강원,Disney+,베이직,9724,32.71,21,5,0,연간 구독,54,1,1,0,1,1,3,0,1,1,1,0,1,신용카드,0,0,11,스마트TV,0
OTT00185,49,여성,울산,Netflix,베이직,9608,5.88,15,5,1,연간 구독,39,2,0,1,1,0,2,1,0,0,0,0,1,간편결제,0,0,10,스마트폰,0
OTT00186,24,남성,서울,Disney+,베이직,9432,14.7,6,3,0,월간 구독,44,1,0,1,0,0,1,1,0,1,0,0,1,휴대폰결제,0,30,4,스마트TV,1
OTT00187,68,여성,경남,Netflix,광고형 스탠다드,5000,149.29,32,5,0,연간 구독,13,3,0,1,1,0,2,1,1,0,2,0,5,간편결제,0,0,7,스마트폰,0
OTT00188,39,여성,부산,Netflix,광고형 스탠다드,5751,35.59,16,3,0,월간 구독,4,2,0,0,0,1,1,1,0,1,0,1,4,신용카드,0,0,14,스마트TV,0
OTT00189,45,여성,경기,Tving,스탠다드 HD,12878,36.25,5,1,1,월간 구독,9,1,0,1,1,1,3,1,1,0,1,0,2,간편결제,0,20,27,PC,0
OTT00190,19,여성,충남,Disney+,스탠다드 HD,13625,37.29,13,4,0,연간 구독,8,1,1,0,0,0,1,0,1,1,1,0,5,간편결제,0,0,8,태블릿,0
OTT00191,59,남성,경기,Disney+,연간 멤버십,12873,5.92,42,2,0,6개월 구독,46,4,0,0,0,1,1,0,1,1,0,0,4,간편결제,0,0,25,스마트폰,0
OTT00192,62,여성,울산,Netflix,베이직,9873,175.85,33,5,0,월간 구독,6,2,0,1,1,1,3,1,0,0,0,0,3,신용카드,0,5,16,스마트TV,0
OTT00193,74,남성,서울,Netflix,스탠다드 HD,13517,4.41,27,1,0,월간 구독,33,1,1,1,0,1,3,1,0,0,4,0,3,간편결제,0,10,32,스마트TV,0
OTT00194,70,여성,전남,Tving,베이직,9079,60.21,26,5,0,연간 구독,6,1,1,0,0,0,1,1,1,1,2,0,5,간편결제,0,10,16,스마트TV,0
OTT00195,23,남성,인천,Tving,연간 멤버십,11020,2.98,10,4,1,6개월 구독,48,1,1,0,0,0,1,0,1,1,1,0,1,신용카드,0,5,22,스마트TV,0
OTT00196,45,남성,광주,Tving,광고형 스탠다드,5810,29.31,10,1,0,월간 구독,17,1,0,1,0,1,2,1,1,0,1,0,2,간편결제,0,30,1,스마트TV,1
OTT00197,45,남성,경기,Netflix,광고형 스탠다드,5548,114.97,25,5,0,월간 구독,37,1,0,1,0,1,2,1,0,0,2,0,2,간편결제,0,5,24,스마트TV,1
OTT00198,61,여성,대전,Disney+,스탠다드 HD,12967,73.15,35,5,0,연간 구독,13,2,1,1,0,0,2,0,0,1,0,0,3,간편결제,0,0,17,스마트폰,0
OTT00199,61,남성,충남,Tving,광고형 스탠다드,5590,20.37,9,5,1,연간 구독,22,1,0,0,0,1,1,1,1,0,0,0,4,휴대폰결제,0,5,10,스마트폰,0
OTT00200,37,여성,인천,Disney+,베이직,9475,40.08,19,4,1,월간 구독,50,1,0,1,1,0,2,0,0,1,0,1,3,신용카드,0,10,14,스마트TV,0
OTT00201,47,남성,대구,Tving,광고형 스탠다드,5492,9.03,22,5,1,월간 구독,19,1,0,0,0,1,1,1,1,0,0,0,2,신용카드,0,5,29,스마트폰,1
OTT00202,28,남성,인천,Netflix,스탠다드 HD,13510,156.32,15,5,1,연간 구독,28,1,1,1,1,1,4,1,0,1,2,1,2,간편결제,0,5,3,스마트폰,0
OTT00203,72,여성,경남,Disney+,프리미엄 4K,17074,61.67,18,5,1,월간 구독,55,2,1,0,0,1,2,0,0,1,1,1,4,신용카드,0,5,30,PC,0
OTT00204,45,남성,인천,Tving,베이직,9840,23.44,9,1,0,연간 구독,53,1,1,0,0,0,1,0,1,0,0,0,5,휴대폰결제,0,30,32,스마트폰,0
OTT00205,42,남성,경북,Disney+,스탠다드 HD,13322,19.13,23,2,1,6개월 구독,58,1,1,0,0,1,2,0,0,1,1,0,3,신용카드,1,10,17,스마트폰,0
OTT00206,56,여성,전북,Disney+,광고형 스탠다드,5352,13.63,21,4,0,연간 구독,43,1,1,0,0,0,1,1,0,1,0,0,5,간편결제,0,10,28,스마트폰,0
OTT00207,50,남성,경기,Tving,연간 멤버십,12507,77.21,26,5,0,월간 구독,25,1,0,1,1,1,3,0,1,0,0,0,2,간편결제,1,5,13,스마트TV,1
OTT00208,18,남성,경기,Tving,베이직,9550,28.51,17,5,0,월간 구독,44,1,0,1,0,1,2,0,1,1,0,0,1,신용카드,0,5,19,태블릿,1
OTT00209,74,남성,경기,Netflix,광고형 스탠다드,5330,20.04,27,1,0,연간 구독,8,4,0,1,1,0,2,1,0,0,2,0,2,간편결제,0,0,19,스마트폰,0
OTT00210,44,여성,전남,Netflix,베이직,9012,117.81,23,5,0,연간 구독,45,1,0,0,0,1,1,1,1,1,2,0,4,간편결제,0,0,18,PC,0
OTT00211,74,여성,경기,Netflix,광고형 스탠다드,5686,8.14,32,1,1,월간 구독,58,2,1,0,0,1,2,1,1,0,1,0,3,신용카드,0,10,34,PC,0
OTT00212,69,여성,부산,Netflix,광고형 스탠다드,5500,15.32,17,5,0,월간 구독,32,1,1,0,0,1,2,1,0,1,3,0,5,신용카드,0,0,6,스마트폰,0
OTT00213,30,여성,전북,Netflix,광고형 스탠다드,5000,21.14,29,1,0,연간 구독,47,4,1,0,1,0,2,1,0,1,2,0,2,신용카드,0,30,24,스마트TV,0
OTT00214,58,남성,경기,Netflix,베이직,10040,15.05,17,5,1,월간 구독,57,3,0,0,0,1,1,1,0,0,0,0,2,신용카드,0,20,22,스마트폰,0
OTT00215,20,남성,광주,Netflix,베이직,9429,44.02,26,5,0,월간 구독,11,2,0,0,0,0,0,1,0,1,0,0,2,신용카드,0,15,20,스마트TV,1
OTT00216,56,여성,경기,Netflix,광고형 스탠다드,5315,45.94,33,3,0,6개월 구독,38,1,0,1,0,0,1,1,0,0,0,1,3,휴대폰결제,0,10,20,스마트폰,0
OTT00217,23,남성,서울,Netflix,스탠다드 HD,13047,2.82,31,5,0,6개월 구독,18,1,1,1,1,1,4,1,0,0,1,0,1,간편결제,0,10,15,스마트폰,0
OTT00218,25,남성,전북,Netflix,광고형 스탠다드,5628,7.81,17,3,0,월간 구독,48,3,1,1,0,0,2,1,0,0,0,1,3,간편결제,0,10,22,스마트폰,0
OTT00219,44,남성,서울,Tving,연간 멤버십,11589,11.07,14,5,0,월간 구독,27,3,1,0,0,0,1,0,1,0,2,0,3,간편결제,0,20,18,태블릿,1
OTT00220,26,남성,경기,Tving,베이직,9379,3.65,29,2,0,6개월 구독,38,3,0,1,0,0,1,0,1,0,3,0,4,간편결제,0,5,16,스마트폰,0
OTT00221,54,여성,경북,Netflix,광고형 스탠다드,5414,6.66,15,5,0,월간 구독,37,1,0,0,0,1,1,1,1,0,3,0,3,간편결제,0,0,7,스마트폰,0
OTT00222,50,남성,경기,Tving,광고형 스탠다드,5540,13.7,29,4,0,6개월 구독,46,2,0,0,1,0,1,0,1,0,0,0,2,간편결제,0,0,3,태블릿,0
OTT00223,68,남성,제주,Disney+,베이직,9256,21.2,8,4,1,연간 구독,42,2,1,0,1,1,3,0,0,1,1,0,1,간편결제,1,5,31,스마트TV,0
OTT00224,59,남성,제주,Netflix,베이직,9525,78.35,24,4,0,월간 구독,36,1,1,0,1,1,3,1,0,0,0,0,5,간편결제,0,10,17,태블릿,0
OTT00225,61,여성,경기,Tving,광고형 스탠다드,5397,12.29,16,2,1,월간 구독,41,1,1,0,0,0,1,0,1,0,0,0,3,신용카드,0,20,19,스마트TV,0
OTT00226,41,남성,서울,Disney+,베이직,9591,55.44,3,5,0,월간 구독,34,1,0,0,0,0,0,0,0,1,1,1,5,신용카드,0,20,11,PC,0
OTT00227,32,남성,세종,Disney+,프리미엄 4K,16907,2.98,12,4,1,연간 구독,15,2,1,1,0,0,2,0,0,1,2,0,4,간편결제,0,10,31,스마트폰,0
OTT00228,71,여성,인천,Netflix,광고형 스탠다드,5167,53.68,16,5,0,6개월 구독,13,1,0,1,0,0,1,1,0,1,0,1,1,간편결제,0,20,0,태블릿,0
OTT00229,49,여성,서울,Tving,베이직,9303,79.17,39,1,1,월간 구독,27,3,1,1,0,0,2,1,1,1,2,0,4,간편결제,0,20,23,스마트폰,0
OTT00230,49,남성,세종,Netflix,광고형 스탠다드,5322,46.42,0,1,0,연간 구독,19,1,1,0,0,1,2,1,0,0,0,1,5,간편결제,0,0,13,태블릿,0
OTT00231,41,남성,서울,Tving,프리미엄 4K,16797,11.24,16,5,1,월간 구독,36,1,0,1,0,0,1,0,1,1,0,1,1,휴대폰결제,0,0,16,태블릿,1
OTT00232,58,남성,경북,Disney+,프리미엄 4K,17910,20.05,16,5,1,연간 구독,13,1,1,0,0,1,2,1,0,1,0,0,1,신용카드,0,15,13,스마트TV,0
OTT00233,69,남성,서울,Tving,연간 멤버십,11270,81.78,10,5,1,월간 구독,7,2,1,0,1,1,3,0,1,0,1,0,3,휴대폰결제,0,30,29,스마트TV,0
OTT00234,66,남성,서울,Disney+,프리미엄 4K,16764,28.28,16,5,1,월간 구독,45,2,1,1,0,0,2,0,0,1,2,0,3,간편결제,0,0,8,스마트폰,0
OTT00235,66,남성,서울,Netflix,광고형 스탠다드,5883,14.73,18,4,1,월간 구독,1,1,1,0,0,0,1,1,0,0,0,1,2,간편결제,0,15,9,태블릿,1
OTT00236,69,남성,제주,Disney+,광고형 스탠다드,5429,134.92,13,5,1,월간 구독,41,4,1,0,0,1,2,0,0,1,1,0,3,신용카드,0,0,8,PC,0
OTT00237,29,남성,울산,Tving,광고형 스탠다드,5409,50.72,23,3,1,월간 구독,21,4,1,0,0,0,1,1,1,0,1,0,3,간편결제,0,5,27,스마트TV,0
OTT00238,56,여성,전북,Netflix,프리미엄 4K,16456,81.92,35,3,0,6개월 구독,16,1,1,0,1,0,2,1,1,0,1,0,3,신용카드,0,5,11,PC,0
OTT00239,19,여성,경기,Tving,베이직,8893,1.24,19,5,1,6개월 구독,49,1,1,1,0,1,3,0,1,0,0,0,4,휴대폰결제,0,10,29,스마트TV,0
OTT00240,20,여성,경기,Netflix,광고형 스탠다드,5381,20.73,13,5,0,6개월 구독,29,1,0,1,0,0,1,1,0,0,1,0,5,간편결제,0,20,15,스마트TV,0
OTT00241,66,남성,경기,Netflix,베이직,9938,30.71,18,3,1,연간 구독,24,4,0,1,0,1,2,1,0,0,0,2,5,정기결제,0,5,19,스마트TV,0
OTT00242,54,남성,인천,Disney+,베이직,9697,44.27,16,5,1,6개월 구독,19,1,1,0,0,1,2,1,0,1,2,0,5,신용카드,0,10,0,스마트TV,0
OTT00243,66,여성,부산,Netflix,베이직,9350,10.53,30,5,1,월간 구독,27,3,0,0,0,0,0,1,1,1,1,1,5,간편결제,0,5,7,PC,0
OTT00244,73,남성,광주,Disney+,프리미엄 4K,16837,34.45,15,2,1,6개월 구독,48,1,0,0,0,0,0,0,0,1,1,1,1,신용카드,0,5,9,스마트TV,0
OTT00245,34,남성,경기,Netflix,광고형 스탠다드,5417,57.86,24,5,0,월간 구독,47,2,1,0,0,0,1,1,0,0,0,0,2,간편결제,0,20,16,PC,0
OTT00246,66,여성,제주,Netflix,광고형 스탠다드,5833,21.22,22,1,1,연간 구독,1,3,1,0,0,1,2,1,0,0,2,1,2,간편결제,0,15,21,스마트폰,0
OTT00247,19,여성,서울,Disney+,연간 멤버십,12930,58.79,21,1,0,연간 구독,27,2,1,1,0,1,3,0,0,1,4,0,4,신용카드,0,0,3,스마트TV,0
OTT00248,19,여성,제주,Netflix,베이직,8915,24.69,8,5,0,월간 구독,14,1,1,0,1,0,2,1,1,0,1,0,5,신용카드,0,5,12,태블릿,0
OTT00249,45,남성,서울,Tving,광고형 스탠다드,5617,31.69,13,4,1,월간 구독,11,2,0,0,0,1,1,0,1,1,2,0,2,신용카드,0,0,26,스마트폰,1
OTT00250,71,남성,인천,Tving,스탠다드 HD,13850,7.21,18,5,1,연간 구독,23,3,1,0,1,1,3,1,1,0,0,0,2,간편결제,0,0,8,스마트폰,0
OTT00251,40,여성,경기,Tving,베이직,8953,52.67,8,5,1,월간 구독,47,1,0,1,0,0,1,0,1,1,0,1,4,신용카드,0,5,3,태블릿,0
OTT00252,54,남성,인천,Disney+,베이직,10008,12.7,10,5,0,월간 구독,20,1,0,1,0,0,1,0,0,1,0,1,5,간편결제,0,5,0,태블릿,0
OTT00253,49,여성,대구,Tving,연간 멤버십,11329,88.26,15,5,0,월간 구독,53,4,1,1,0,0,2,1,1,0,3,0,3,신용카드,0,5,2,태블릿,1
OTT00254,50,여성,경기,Netflix,광고형 스탠다드,5133,40.31,23,5,0,연간 구독,26,2,1,1,0,0,2,1,0,0,0,0,1,정기결제,0,30,12,스마트폰,0
OTT00255,18,여성,경기,Disney+,연간 멤버십,11541,41.08,34,5,0,6개월 구독,18,1,0,0,0,1,1,0,0,1,0,0,5,신용카드,0,0,19,스마트TV,0
OTT00256,36,남성,충북,Netflix,광고형 스탠다드,5955,121.79,22,5,0,6개월 구독,36,2,0,0,0,1,1,1,0,0,1,0,4,휴대폰결제,0,5,11,스마트TV,0
OTT00257,19,남성,울산,Tving,광고형 스탠다드,5757,9.16,21,5,0,월간 구독,30,1,0,0,0,0,0,1,1,0,1,0,1,휴대폰결제,0,5,17,스마트폰,1
OTT00258,70,여성,전남,Disney+,프리미엄 4K,16263,37.78,20,5,1,월간 구독,53,3,1,1,0,0,2,1,1,1,1,1,1,정기결제,0,5,3,스마트폰,1
OTT00259,61,여성,경기,Tving,광고형 스탠다드,5553,24.08,16,4,0,연간 구독,4,2,0,1,0,1,2,1,1,0,1,0,2,간편결제,0,15,20,스마트폰,0
OTT00260,43,여성,대구,Disney+,베이직,9281,169.55,19,4,1,월간 구독,19,2,0,1,0,0,1,1,0,1,1,0,2,신용카드,0,0,31,스마트TV,0
OTT00261,49,남성,대구,Tving,스탠다드 HD,12591,78.68,25,5,0,월간 구독,5,1,1,0,0,0,1,0,1,0,2,0,3,휴대폰결제,0,0,10,태블릿,0
OTT00262,23,남성,경기,Disney+,프리미엄 4K,17102,70.84,29,4,0,연간 구독,2,1,1,0,0,0,1,0,0,1,0,0,1,신용카드,0,5,30,스마트TV,1
OTT00263,49,여성,인천,Disney+,베이직,9568,11.42,0,5,0,월간 구독,10,3,0,0,1,0,1,1,0,1,2,0,4,간편결제,0,0,25,스마트TV,1
OTT00264,72,여성,경기,Netflix,스탠다드 HD,13210,13.55,27,5,1,6개월 구독,58,3,1,0,0,1,2,1,0,0,1,1,2,간편결제,0,0,3,스마트폰,0
OTT00265,21,여성,서울,Netflix,베이직,9295,1.48,17,5,0,월간 구독,49,1,1,0,1,0,2,1,0,0,1,0,3,간편결제,0,0,7,스마트TV,0
OTT00266,72,남성,경기,Tving,베이직,9618,50.88,24,5,1,연간 구독,43,1,0,1,0,1,2,1,1,0,0,0,4,간편결제,0,0,25,스마트폰,0
OTT00267,28,여성,서울,Tving,연간 멤버십,13773,23.17,23,4,0,6개월 구독,55,1,0,1,1,0,2,1,1,0,3,0,2,간편결제,0,20,16,태블릿,1
OTT00268,73,여성,울산,Netflix,광고형 스탠다드,5446,18.7,18,5,1,연간 구독,43,1,0,0,0,1,1,1,0,0,3,1,3,신용카드,0,0,5,스마트폰,0
OTT00269,34,여성,대전,Netflix,베이직,9089,50.67,25,1,0,연간 구독,11,1,1,0,0,1,2,1,0,0,0,0,5,간편결제,0,10,13,스마트TV,0
OTT00270,55,남성,제주,Netflix,스탠다드 HD,13661,88.21,22,4,1,월간 구독,51,1,1,0,0,1,2,1,0,0,1,0,1,신용카드,0,20,8,스마트폰,0
OTT00271,41,남성,강원,Disney+,스탠다드 HD,12766,7.14,19,4,1,월간 구독,22,3,1,1,0,0,2,0,1,1,2,0,3,간편결제,0,5,2,스마트폰,0
OTT00272,22,여성,서울,Tving,스탠다드 HD,13551,125.46,18,5,1,월간 구독,43,2,0,0,0,0,0,1,1,1,1,0,2,간편결제,0,0,0,스마트폰,0
OTT00273,69,남성,경남,Netflix,프리미엄 4K,17665,1.74,10,1,0,월간 구독,8,1,0,0,1,1,2,1,1,0,0,1,1,간편결제,0,5,1,스마트폰,1
OTT00274,51,남성,경북,Netflix,연간 멤버십,12372,5.0,20,5,1,연간 구독,3,4,1,0,0,1,2,1,0,0,1,0,3,간편결제,0,0,10,스마트폰,0
OTT00275,23,여성,인천,Netflix,베이직,9309,91.05,0,5,0,연간 구독,41,1,1,0,1,0,2,1,1,1,0,0,4,신용카드,0,10,9,스마트TV,0
OTT00276,39,남성,대구,Netflix,프리미엄 4K,15770,33.93,22,4,0,월간 구독,53,1,0,0,0,0,0,1,0,0,3,0,3,신용카드,0,0,21,스마트TV,0
OTT00277,28,여성,제주,Netflix,스탠다드 HD,13661,140.05,27,3,1,월간 구독,40,1,0,0,0,1,1,1,1,0,3,0,4,간편결제,0,15,29,태블릿,1
OTT00278,65,남성,부산,Disney+,베이직,9473,30.96,5,3,0,월간 구독,58,1,1,1,0,0,2,0,1,1,0,0,4,간편결제,0,10,8,태블릿,0
OTT00279,33,여성,경남,Disney+,베이직,9351,130.27,17,5,0,월간 구독,18,4,1,0,0,1,2,0,0,1,0,0,3,신용카드,0,20,19,스마트폰,0
OTT00280,50,여성,서울,Netflix,프리미엄 4K,17593,13.7,34,1,0,월간 구독,50,1,0,1,0,1,2,1,0,0,1,1,4,신용카드,0,0,3,태블릿,0
OTT00281,26,남성,서울,Netflix,연간 멤버십,11784,47.91,41,1,0,연간 구독,22,1,1,0,0,0,1,1,1,1,0,0,3,간편결제,0,15,10,스마트폰,0
OTT00282,23,남성,인천,Netflix,스탠다드 HD,12991,259.86,19,5,1,월간 구독,11,2,0,0,0,0,0,1,0,1,1,1,3,간편결제,0,15,10,태블릿,1
OTT00283,33,남성,대구,Tving,프리미엄 4K,17504,23.59,20,5,1,6개월 구독,2,1,0,0,1,1,2,1,1,0,1,1,5,신용카드,0,0,23,스마트TV,0
OTT00284,46,남성,전남,Netflix,프리미엄 4K,16691,0.07,19,5,1,월간 구독,22,1,1,0,0,1,2,1,0,0,1,0,5,신용카드,0,0,7,태블릿,0
OTT00285,20,여성,제주,Netflix,베이직,9825,3.31,21,5,0,연간 구독,41,1,0,1,0,1,2,1,0,0,1,0,5,간편결제,0,10,29,스마트폰,0
OTT00286,37,여성,경기,Netflix,프리미엄 4K,17338,97.97,32,1,0,연간 구독,51,3,0,1,0,0,1,1,0,0,0,0,1,간편결제,0,5,35,스마트폰,0
OTT00287,53,남성,서울,Disney+,프리미엄 4K,17084,33.85,20,1,0,연간 구독,15,1,1,1,0,1,3,0,0,1,0,0,2,정기결제,0,0,25,스마트폰,0
OTT00288,36,남성,전북,Tving,스탠다드 HD,13379,38.47,6,5,0,월간 구독,8,2,1,0,0,1,2,0,1,1,1,0,4,간편결제,0,10,4,스마트폰,0
OTT00289,43,남성,대구,Tving,베이직,9548,80.33,22,1,0,연간 구독,19,1,0,0,1,0,1,1,1,0,2,1,1,휴대폰결제,1,15,30,스마트TV,0
OTT00290,20,여성,서울,Netflix,프리미엄 4K,17301,83.45,16,5,0,6개월 구독,9,3,1,1,0,0,2,1,0,1,0,0,4,간편결제,0,5,1,스마트TV,0
OTT00291,36,남성,인천,Disney+,스탠다드 HD,13580,32.45,8,1,0,월간 구독,5,1,1,0,0,1,2,1,0,1,1,1,3,휴대폰결제,0,30,28,스마트폰,0
OTT00292,37,여성,충북,Disney+,베이직,9544,97.62,8,5,0,6개월 구독,8,1,1,1,0,0,2,1,0,1,0,1,2,신용카드,0,0,17,스마트TV,0
OTT00293,49,여성,충남,Netflix,스탠다드 HD,13103,31.6,18,4,0,연간 구독,33,2,0,0,0,1,1,1,0,1,1,0,3,간편결제,0,15,9,스마트TV,0
OTT00294,24,여성,인천,Netflix,베이직,9504,56.2,26,5,0,연간 구독,49,1,1,1,0,1,3,1,1,0,2,0,1,휴대폰결제,0,30,13,스마트TV,0
OTT00295,69,남성,경기,Tving,프리미엄 4K,17561,1.7,25,5,0,6개월 구독,15,1,1,0,0,1,2,0,1,0,0,0,1,신용카드,0,0,11,스마트폰,0
OTT00296,58,여성,제주,Netflix,프리미엄 4K,16421,7.42,32,3,0,월간 구독,15,2,1,0,0,0,1,1,0,1,1,0,4,간편결제,0,10,34,PC,0
OTT00297,50,남성,대전,Netflix,베이직,9064,95.33,12,3,1,6개월 구독,41,1,1,1,1,0,3,1,0,0,0,0,3,신용카드,0,0,32,스마트폰,0
OTT00298,57,남성,경기,Tving,스탠다드 HD,13784,18.78,16,5,0,월간 구독,7,2,1,1,0,1,3,1,1,0,1,0,5,간편결제,0,0,19,PC,0
OTT00299,56,여성,경기,Tving,프리미엄 4K,18170,20.38,26,3,0,연간 구독,21,1,0,1,0,1,2,1,1,0,0,0,5,간편결제,0,0,27,스마트TV,0
OTT00300,35,여성,충북,Netflix,베이직,9159,54.38,27,1,0,6개월 구독,46,1,0,1,0,1,2,1,0,0,1,1,2,간편결제,0,15,8,스마트폰,1
OTT00301,57,남성,경기,Tving,연간 멤버십,12321,44.89,14,4,0,월간 구독,26,1,1,0,1,1,3,0,1,0,1,0,1,신용카드,0,10,25,스마트폰,0
OTT00302,18,남성,서울,Disney+,광고형 스탠다드,5489,4.29,13,2,0,월간 구독,1,1,1,0,0,1,2,0,1,1,0,0,5,간편결제,0,15,9,PC,0
