나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부,월평균요금,시청시간비율,고객가치점수,CS민감도
54,1,1,1,4,17341,74.36,12,5,0,2,18,1,0,0,1,0,1,0,0,3,0,0,15,1,0,0,14739.85,0.15274953267188432,54.0,0
40,0,1,1,1,9504,93.67,30,4,1,2,32,1,1,0,0,0,1,2,0,3,1,0,15,2,0,0,8078.4,0.19241593229391343,61.0,2
56,0,8,1,0,5258,37.85,28,5,0,2,31,1,1,0,1,0,2,0,0,2,1,0,15,17,1,1,4469.3,0.07775107331402395,65.5,0
62,1,1,0,1,9348,9.49,31,5,1,1,34,2,0,0,0,1,1,0,0,2,0,0,5,18,2,0,8880.6,0.01949425854029293,52.0,0
32,0,1,2,0,5502,14.25,30,1,0,2,40,2,0,1,0,0,1,1,0,5,0,0,0,9,3,0,5502.0,0.02927220065323227,85.0,1
60,0,11,0,0,5435,6.75,39,1,1,1,27,1,0,0,0,0,0,1,0,4,1,0,20,22,3,0,4348.0,0.013865779256794232,53.5,1
46,0,2,1,1,9279,9.29,25,5,0,0,37,1,0,0,0,0,0,1,0,1,0,0,0,19,2,1,9279.0,0.01908342063638791,28.5,1
53,1,8,1,0,5479,104.53,5,4,0,2,37,3,1,1,1,0,3,2,0,5,1,1,5,28,2,0,5205.05,0.2147244304759557,113.5,2
30,1,0,0,1,9724,32.71,21,5,0,1,54,1,1,0,1,1,3,0,0,5,0,0,15,4,2,0,8265.4,0.06719253918366509,122.0,0
49,1,10,1,1,9608,5.88,15,5,1,1,39,2,0,1,1,0,2,0,0,2,0,0,20,28,1,0,7686.400000000001,0.012078634374807419,69.5,0
24,0,8,0,1,9432,14.7,6,3,0,2,44,1,0,1,0,0,1,0,0,5,0,0,0,21,2,0,9432.0,0.030196585937018548,87.0,0
68,1,2,1,0,5000,149.29,32,5,0,1,13,3,0,1,1,0,2,2,0,1,1,0,5,11,2,0,4750.0,0.3066699533698979,46.5,2
39,1,7,1,0,5751,35.59,16,3,0,2,4,2,0,0,0,1,1,1,1,3,0,0,10,12,1,1,5175.900000000001,0.0731086049998973,47.0,4
45,1,1,2,2,12878,36.25,5,1,1,2,9,1,0,1,1,1,3,1,0,4,3,0,20,24,2,0,10302.400000000001,0.07446437008278384,89.5,1
19,1,15,0,2,13625,37.29,13,4,0,1,8,1,1,0,0,0,1,1,1,4,3,0,10,22,1,0,12262.5,0.07660072718308991,59.0,4
59,0,1,0,3,12873,5.92,42,2,0,0,46,4,0,0,0,1,1,1,0,3,0,0,0,29,1,0,12873.0,0.012160801955588423,68.0,1
62,1,10,1,1,9873,175.85,33,5,0,2,6,2,0,1,1,1,3,0,0,2,0,0,0,21,2,0,9873.0,0.3612292270084838,68.0,0
74,0,8,1,2,13517,4.41,27,1,0,2,33,1,1,1,0,1,3,0,0,5,0,0,5,5,0,0,12841.15,0.009058975781105564,111.5,0
70,1,12,2,1,9079,60.21,26,5,0,1,6,1,1,0,0,0,1,1,1,4,1,0,0,0,1,0,9079.0,0.12368275097060455,58.0,4
23,0,11,2,3,11020,2.98,10,4,1,0,48,1,1,0,0,0,1,3,1,2,0,0,10,5,3,0,9918.0,0.006121484768184713,59.0,6
45,0,4,2,0,5810,29.31,10,1,0,2,17,1,0,1,0,1,2,0,0,5,3,0,5,24,3,0,5519.5,0.06020829481727984,88.5,0
45,0,1,1,0,5548,114.97,25,5,0,2,37,1,0,1,0,1,2,2,0,4,1,0,0,9,1,0,5548.0,0.23617016905979746,88.5,2
61,1,6,0,2,12967,73.15,35,5,0,1,13,2,1,1,0,0,2,1,0,4,0,0,10,8,1,0,11670.300000000001,0.15026396335325898,76.5,1
61,0,15,2,0,5590,20.37,9,5,1,1,22,1,0,0,0,1,1,0,0,3,0,0,0,17,3,0,5590.0,0.04184384051272571,56.0,0
37,1,11,0,1,9475,40.08,19,4,1,2,50,1,0,1,1,0,2,2,1,2,1,0,10,31,2,1,8527.5,0.08233191594256485,75.0,5
47,0,5,2,0,5492,9.03,22,5,1,2,19,1,0,0,0,1,1,1,1,1,0,0,10,33,3,0,4942.8,0.018549331361311393,34.5,4
28,0,11,1,2,13510,156.32,15,5,1,1,28,1,1,1,1,1,4,0,0,4,0,0,0,8,2,0,13510.0,0.32111090569215917,114.0,0
72,1,2,0,4,17074,61.67,18,5,1,2,55,2,1,0,0,1,2,1,1,5,1,0,10,35,1,0,15366.6,0.12668186766911116,107.5,4
45,0,11,2,1,9840,23.44,9,1,0,1,53,1,1,0,0,0,1,0,0,2,0,0,0,3,3,0,9840.0,0.048150202337667675,61.5,0
42,0,3,0,2,13322,19.13,23,2,1,0,58,1,1,0,0,1,2,0,1,4,1,0,0,30,2,0,13322.0,0.03929664550851461,99.0,3
56,1,13,0,0,5352,13.63,21,4,0,1,43,1,1,0,0,0,1,0,0,1,0,0,5,22,1,0,5084.4,0.027998603151126726,46.5,0
50,0,1,2,3,12507,77.21,26,5,0,2,25,1,0,1,1,1,3,1,0,1,0,0,0,5,1,1,12507.0,0.15860397280253075,67.5,1
18,0,1,2,1,9550,28.51,17,5,0,2,44,1,0,1,0,1,2,1,0,4,0,0,10,8,3,0,8595.0,0.05856494320165979,92.0,1
74,0,1,1,0,5330,20.04,27,1,0,1,8,4,0,1,1,0,2,1,0,3,0,0,10,20,2,0,4797.0,0.041165957971282426,64.0,1
44,1,12,1,1,9012,117.81,23,5,0,1,45,1,0,0,0,1,1,0,0,4,1,0,5,30,2,0,8561.4,0.24200406729524868,77.5,0
74,1,1,1,0,5686,8.14,32,1,1,2,58,2,1,0,0,1,2,2,0,4,3,0,10,24,2,0,5117.400000000001,0.01672110268893408,99.0,2
69,1,7,1,0,5500,15.32,17,5,0,2,32,1,1,0,0,1,2,0,1,5,1,0,20,18,0,0,4400.0,0.0314701834391241,96.0,3
30,1,13,1,0,5000,21.14,29,1,0,1,47,4,1,0,1,0,2,1,0,5,0,0,0,17,1,0,5000.0,0.04342556644276001,103.5,1
58,0,1,1,1,10040,15.05,17,5,1,2,57,3,0,0,0,1,1,3,0,3,2,0,0,20,2,1,10040.0,0.030915552268852325,73.5,3
20,0,4,1,1,9429,44.02,26,5,0,2,11,2,0,0,0,0,0,1,0,5,0,1,5,22,3,0,8957.55,0.09042542264949364,55.5,1
56,1,1,1,0,5315,45.94,33,3,0,0,38,1,0,1,0,0,1,1,0,4,1,0,15,12,1,0,4517.75,0.09436946652698178,74.0,1
23,0,8,1,2,13047,2.82,31,5,0,0,18,1,1,1,1,1,4,0,0,3,0,0,5,4,2,0,12394.65,0.005792814445060701,99.0,0
25,0,13,1,0,5628,7.81,17,3,0,2,48,3,1,1,0,0,2,2,0,5,0,0,0,17,1,0,5628.0,0.016043220147490808,104.0,2
44,0,8,2,3,11589,11.07,14,5,0,2,27,3,1,0,0,0,1,1,0,5,0,0,20,24,0,0,9271.2,0.02273987798114254,78.5,1
26,0,1,2,1,9379,3.65,29,2,0,0,38,3,0,1,0,0,1,1,0,4,0,0,0,11,2,0,9379.0,0.007497791746266511,74.0,1
54,1,3,1,0,5414,6.66,15,5,0,2,37,1,0,0,0,1,1,2,1,3,0,0,15,4,2,0,4601.9,0.013680902200036975,63.5,5
50,0,1,2,0,5540,13.7,29,4,0,0,46,2,0,0,1,0,1,0,1,5,1,0,30,11,1,0,3877.9999999999995,0.028142396417493477,88.0,3
68,0,14,0,1,9256,21.2,8,4,1,1,42,2,1,0,1,1,3,3,0,2,0,0,10,0,3,0,8330.4,0.04354881781393151,86.0,3
59,0,14,1,1,9525,78.35,24,4,0,2,36,1,1,0,1,1,3,0,0,4,1,0,0,28,1,0,9525.0,0.16094574885478932,103.0,0
61,1,1,2,0,5397,12.29,16,2,1,2,41,1,1,0,0,0,1,1,0,2,0,0,5,25,2,0,5127.15,0.025245989194963125,55.5,1
41,0,8,0,1,9591,55.44,3,5,0,2,34,1,0,0,0,0,0,1,0,1,0,1,10,32,2,1,8631.9,0.11388426696246995,27.0,1
32,0,9,0,4,16907,2.98,12,4,1,1,15,2,1,1,0,0,2,0,1,5,1,0,0,16,2,0,16907.0,0.006121484768184713,87.5,3
71,1,11,1,0,5167,53.68,16,5,0,0,13,1,0,1,0,0,1,2,1,2,1,0,30,34,1,0,3616.8999999999996,0.11026889340810583,41.5,5
49,1,8,2,1,9303,79.17,39,1,1,2,27,3,1,1,0,0,2,1,0,1,0,0,30,34,1,0,6512.099999999999,0.1626301842607999,53.5,1
49,0,9,1,0,5322,46.42,0,1,0,1,19,1,1,0,0,1,2,1,0,4,1,0,5,3,1,0,5055.9,0.09535547749635381,79.5,1
41,0,8,2,4,16797,11.24,16,5,1,2,36,1,0,1,0,0,1,0,2,2,0,0,15,20,1,1,14277.449999999999,0.023089090199461804,53.0,6
58,0,3,0,4,17910,20.05,16,5,1,1,13,1,1,0,0,1,2,2,2,3,0,0,30,34,2,1,12537.0,0.04118649986647768,66.5,8
69,0,8,2,3,11270,81.78,10,5,1,2,7,2,1,0,1,1,3,0,0,4,3,0,10,8,2,0,10143.0,0.16799161890676034,88.5,0
66,0,8,0,4,16764,28.28,16,5,1,2,45,2,1,1,0,0,2,1,0,4,2,0,5,7,0,0,15925.8,0.05809247961216902,92.5,1
66,0,8,1,0,5883,14.73,18,4,1,2,1,1,1,0,0,0,1,1,0,3,1,0,10,3,1,0,5294.7,0.0302582116226043,45.5,1
69,0,14,0,0,5429,134.92,13,5,1,2,41,4,1,0,0,1,2,0,0,4,1,0,5,7,2,0,5157.55,0.2771512499743226,90.5,0
29,0,10,2,0,5409,50.72,23,3,1,2,21,4,1,0,0,0,1,1,0,1,0,1,20,22,2,0,4327.2,0.10418849243031161,35.5,1
56,1,13,1,4,16456,81.92,35,3,0,0,16,1,1,0,1,0,2,1,0,5,3,0,0,21,1,0,16456.0,0.16827920543949385,88.0,1
19,1,1,2,1,8893,1.24,19,5,1,0,49,1,1,1,0,1,3,1,0,4,1,0,5,1,2,0,8448.35,0.0025471950042110884,109.5,1
20,1,1,1,0,5381,20.73,13,5,0,0,29,1,0,1,0,0,1,2,1,2,3,0,0,35,3,0,5381.0,0.04258334873975473,49.5,5
66,0,1,1,1,9938,30.71,18,3,1,1,24,4,0,1,0,1,2,0,0,4,0,0,20,13,1,0,7950.400000000001,0.06308416014461495,82.0,0
54,0,11,0,1,9697,44.27,16,5,1,0,19,1,1,0,0,1,2,0,1,3,0,0,0,35,1,0,9697.0,0.09093897002937491,69.5,3
66,1,7,1,1,9350,10.53,30,5,1,2,27,3,0,0,0,0,0,2,0,2,2,0,5,21,3,0,8882.5,0.021630615640599,33.5,2
73,0,4,0,4,16837,34.45,15,2,1,0,48,1,0,0,0,0,0,2,0,3,0,0,10,32,1,0,15153.300000000001,0.07076682894763872,54.0,2
34,0,1,1,0,5417,57.86,24,5,0,2,47,2,1,0,0,0,1,2,1,4,1,0,0,22,1,0,5417.0,0.11885540559972063,78.5,5
66,1,14,1,0,5833,21.22,22,1,1,1,1,3,1,0,0,1,2,4,0,1,0,0,15,22,1,1,4958.05,0.04358990160432201,40.5,4
19,1,8,0,3,12930,58.79,21,1,0,1,27,2,1,1,0,1,3,1,1,2,0,0,5,12,2,0,12283.5,0.12076580185287894,78.5,4
19,1,14,1,1,8915,24.69,8,5,0,2,14,1,1,0,1,0,2,1,1,4,1,0,0,0,3,0,8915.0,0.05071793923707402,77.0,4
45,0,8,2,0,5617,31.69,13,4,1,2,11,2,0,0,0,1,1,0,0,4,0,0,0,18,3,0,5617.0,0.06509726587374952,60.5,0
71,0,11,2,2,13850,7.21,18,5,1,1,23,3,1,0,1,1,3,2,0,3,1,0,5,33,2,0,13157.5,0.014810706435775764,86.5,2
40,1,1,2,1,8953,52.67,8,5,1,2,47,1,0,1,0,0,1,0,0,4,1,0,5,23,1,0,8505.35,0.10819416199338551,78.5,0
54,0,11,0,1,10008,12.7,10,5,0,2,20,1,0,1,0,0,1,0,0,1,1,0,20,0,1,0,8006.400000000001,0.026088206897968404,35.0,0
49,1,5,2,3,11329,88.26,15,5,0,2,53,4,1,1,0,0,2,2,1,2,1,0,10,4,2,0,10196.1,0.18130276699328282,76.5,5
50,1,1,1,0,5133,40.31,23,5,0,1,26,2,1,1,0,0,2,2,0,4,0,0,5,6,1,0,4876.349999999999,0.08280437953205563,83.0,2
18,1,1,0,3,11541,41.08,34,5,0,0,18,1,0,0,0,1,1,1,1,3,1,0,10,27,2,0,10386.9,0.08438610546208992,54.0,4
36,0,16,1,0,5955,121.79,22,5,0,0,36,2,0,0,0,1,1,0,0,1,0,0,5,0,2,0,5657.25,0.25017974158295847,43.0,0
19,0,10,2,0,5757,9.16,21,5,0,2,30,1,0,0,0,0,0,0,0,5,0,0,5,12,3,0,5469.15,0.018816375998849656,65.0,0
70,1,12,0,4,16263,37.78,20,5,1,2,53,3,1,1,0,0,2,2,0,1,1,0,30,6,1,1,11384.099999999999,0.0776072800476572,66.5,2
61,1,1,2,0,5553,24.08,16,4,0,1,4,2,0,1,0,1,2,1,1,4,1,0,20,21,1,0,4442.400000000001,0.049464883630163714,72.0,4
43,1,5,0,1,9281,169.55,19,4,1,2,19,2,0,1,0,0,1,1,0,4,0,0,0,20,2,0,9281.0,0.3482878330354759,64.5,1
49,0,5,2,2,12591,78.68,25,5,0,2,5,1,1,0,0,0,1,2,0,2,2,0,0,15,2,1,12591.0,0.16162363139623262,37.5,2
23,0,1,0,4,17102,70.84,29,4,0,1,2,1,1,0,0,0,1,0,0,4,0,0,0,12,1,0,17102.0,0.14551878556315606,56.0,0
49,1,11,0,1,9568,11.42,0,5,0,2,10,3,0,0,1,0,1,0,1,1,0,0,10,14,1,0,8611.2,0.023458844312976315,30.0,3
72,1,1,1,2,13210,13.55,27,5,1,0,58,3,1,0,0,1,2,2,0,5,0,0,20,19,3,0,10568.0,0.027834267989564718,109.0,2
21,1,8,1,1,9295,1.48,17,5,0,2,49,1,1,0,1,0,2,0,1,1,0,0,0,30,1,0,9295.0,0.003040200488897106,64.5,3
72,0,1,2,1,9618,50.88,24,5,1,1,43,1,0,1,0,1,2,1,0,4,2,0,30,22,2,0,6732.599999999999,0.10451716275343563,91.5,1
28,1,8,2,3,13773,23.17,23,4,0,0,55,1,0,1,1,0,2,0,0,4,0,0,0,20,1,0,13773.0,0.047595571167395906,97.5,0
73,1,10,1,0,5446,18.7,18,5,1,1,43,1,0,0,0,1,1,1,0,5,0,0,0,18,0,0,5446.0,0.03841334401511883,86.5,1
34,1,6,1,1,9089,50.67,25,1,0,1,11,1,1,0,0,1,2,1,0,5,0,0,5,19,3,0,8634.55,0.10408578295433538,85.5,1
55,0,14,1,2,13661,88.21,22,4,1,2,51,1,1,0,0,1,2,0,0,2,0,0,0,30,2,0,13661.0,0.18120005751730653,75.5,0
41,0,0,0,2,12766,7.14,19,4,1,2,22,3,1,1,0,0,2,2,0,5,2,0,20,8,2,0,10212.800000000001,0.01466691316940901,91.0,2
22,1,8,2,2,13551,125.46,18,5,1,2,43,2,0,0,0,0,0,1,0,3,0,0,0,4,3,0,13551.0,0.25771861711961547,51.5,1
69,0,2,1,4,17665,1.74,10,1,0,2,8,1,0,0,1,1,2,2,0,4,1,0,0,13,1,0,17665.0,0.003574289763973624,74.0,2
51,0,3,1,3,12372,5.0,20,5,1,1,3,4,1,0,0,1,2,0,0,2,1,0,30,9,2,1,8660.4,0.010270947597625356,51.5,0
23,1,11,1,1,9309,91.05,0,5,0,1,41,1,1,0,1,0,2,1,1,1,0,0,5,31,1,0,8843.55,0.18703395575275775,60.5,4
39,0,5,1,4,15770,33.93,22,4,0,2,53,1,0,0,0,0,0,1,0,2,0,1,0,5,1,1,15770.0,0.06969865039748567,46.5,1
28,1,14,1,2,13661,140.05,27,3,1,2,40,1,0,0,0,1,1,0,0,4,0,0,0,26,1,0,13661.0,0.2876892422094863,75.0,0
65,0,7,0,1,9473,30.96,5,3,0,2,58,1,1,1,0,0,2,0,0,4,0,0,5,1,1,0,8999.35,0.06359770752449621,99.0,0
33,1,2,0,1,9351,130.27,17,5,0,2,18,4,1,0,0,1,2,1,1,5,1,0,20,19,2,0,7480.8,0.26759926870853107,89.0,4
50,1,8,1,4,17593,13.7,34,1,0,2,50,1,0,1,0,1,2,0,0,5,1,1,10,19,3,0,15833.7,0.028142396417493477,105.0,0
26,0,8,1,3,11784,47.91,41,1,0,1,22,1,1,0,0,0,1,1,1,3,0,0,0,2,1,0,11784.0,0.09841621988044616,56.0,4
23,0,11,1,2,12991,259.86,19,5,1,2,11,2,0,0,0,0,0,2,0,3,1,0,0,32,2,1,12991.0,0.5338016885437851,35.5,2
33,0,5,2,4,17504,23.59,20,5,1,0,2,1,0,0,1,1,2,1,1,4,1,0,5,7,1,0,16628.8,0.048458330765596434,71.0,4
46,0,12,1,4,16691,0.07,19,5,1,2,22,1,1,0,0,1,2,0,0,4,2,0,30,5,1,0,11683.699999999999,0.000143793266366755,81.0,0
20,1,14,1,1,9825,3.31,21,5,0,1,41,1,0,1,0,1,2,1,0,3,3,0,15,21,1,0,8351.25,0.006799367309627986,80.5,1
37,1,1,1,4,17338,97.97,32,1,0,1,51,3,0,1,0,0,1,1,0,3,1,0,5,13,2,0,16471.1,0.20124894722787123,70.5,1
53,0,8,0,4,17084,33.85,20,1,0,1,15,1,1,1,0,1,3,1,0,5,3,1,0,25,1,0,17084.0,0.06953431523592367,102.5,1
36,0,13,2,2,13379,38.47,6,5,0,2,8,2,1,0,0,1,2,1,1,2,3,0,0,35,1,0,13379.0,0.07902467081612949,54.0,4
43,0,5,2,1,9548,80.33,22,1,0,1,19,1,0,0,1,0,1,2,1,5,0,0,0,28,1,0,9548.0,0.16501304410344897,74.5,5
20,1,8,1,4,17301,83.45,16,5,0,0,9,3,1,1,0,0,2,0,1,3,1,0,0,0,1,0,17301.0,0.17142211540436722,64.5,3
36,0,11,0,2,13580,32.45,8,1,0,2,5,1,1,0,0,1,2,1,0,1,1,0,5,33,1,1,12901.0,0.06665844990858857,42.5,1
37,1,16,0,1,9544,97.62,8,5,0,0,8,1,1,1,0,0,2,0,0,3,1,1,0,12,2,0,9544.0,0.20052998089603746,64.0,0
49,1,15,1,2,13103,31.6,18,4,0,1,33,2,0,0,0,1,1,0,0,1,3,0,10,6,3,0,11792.7,0.06491238881699225,41.5,0
24,1,11,1,1,9504,56.2,26,5,0,1,49,1,1,1,0,1,3,0,0,5,0,0,20,8,1,0,7603.200000000001,0.11544545099730902,119.5,0
69,0,1,2,4,17561,1.7,25,5,0,0,15,1,1,0,0,1,2,4,0,5,0,0,5,16,1,0,16682.95,0.003492122183192621,87.5,4
58,1,14,1,4,16421,7.42,32,3,0,2,15,2,1,0,0,0,1,1,1,5,0,0,0,21,1,0,16421.0,0.01524208623487603,72.5,4
50,0,6,1,1,9064,95.33,12,3,1,0,41,1,1,1,1,0,3,1,1,4,0,0,10,10,1,0,8157.6,0.19582588689632505,105.5,4
57,0,1,2,2,13784,18.78,16,5,0,2,7,2,1,1,0,1,3,0,0,4,0,0,10,3,2,0,12405.6,0.03857767917668084,88.5,0
56,1,1,2,4,18170,20.38,26,3,0,1,21,1,0,1,0,1,2,1,1,5,0,0,15,29,1,0,15444.5,0.04186438240792095,90.5,4
35,1,16,1,1,9159,54.38,27,1,0,0,46,1,0,1,0,1,2,1,1,2,1,0,20,20,0,0,7327.200000000001,0.11170682607177339,73.0,4
57,0,1,2,3,12321,44.89,14,4,0,2,26,1,1,0,1,1,3,0,0,4,1,0,0,17,1,0,12321.0,0.09221256753148045,98.0,0
18,0,8,0,0,5489,4.29,13,2,0,2,1,1,1,0,0,1,2,0,1,2,0,0,0,24,1,1,5489.0,0.008812473038762557,50.5,3
28,0,7,1,0,5546,72.57,24,3,0,0,51,2,1,0,0,1,2,0,1,4,1,0,20,18,3,0,4436.8,0.1490725334319344,95.5,3
45,0,1,2,0,5798,48.02,28,5,0,2,26,2,1,1,0,0,2,1,0,3,0,0,0,28,2,0,5798.0,0.09864218072759394,73.0,1
74,0,4,1,3,13295,96.67,17,5,0,2,26,1,1,1,0,0,2,1,0,5,0,0,0,15,2,0,13295.0,0.19857850085248865,93.0,1
42,0,8,1,0,5159,38.34,24,5,0,1,28,1,0,0,0,1,1,1,1,4,0,0,5,9,2,0,4901.05,0.07875762617859125,69.0,4
67,0,6,2,1,9599,26.75,20,5,0,2,9,1,0,0,1,0,1,0,0,3,1,0,20,32,3,0,7679.200000000001,0.05494956964729566,49.5,0
40,1,1,1,2,13640,23.21,13,3,0,1,26,1,1,0,0,0,1,3,0,2,1,0,5,21,2,0,12958.0,0.04767773874817691,48.0,3
48,1,8,1,2,13637,0.22,27,5,0,2,51,1,0,0,0,1,1,1,0,4,1,0,5,4,1,0,12955.15,0.0004519216942955157,80.5,1
47,1,8,1,1,8982,2.03,17,1,0,2,13,1,0,0,0,1,1,1,0,2,3,0,15,3,3,1,7634.7,0.004170004724635894,41.5,1
59,0,14,2,3,11493,7.03,4,2,0,0,5,1,1,1,0,0,2,1,0,5,0,0,30,16,2,0,8045.099999999999,0.014440952322261252,82.5,1
52,1,3,2,1,9244,132.63,13,4,0,1,46,2,1,0,0,1,2,0,1,4,3,0,30,27,1,0,6470.799999999999,0.2724471559746102,93.0,3
24,1,1,1,0,5586,106.28,0,1,1,2,18,1,1,0,0,0,1,0,0,5,1,0,0,14,2,0,5586.0,0.2183192621351246,74.0,0
33,1,15,2,1,9614,34.38,47,5,0,0,53,2,1,0,0,0,1,1,0,1,3,0,30,33,0,0,6729.799999999999,0.07062303568127196,51.5,1
43,1,5,1,1,9802,9.93,32,2,0,1,23,3,0,1,0,0,1,0,0,5,0,0,10,7,1,0,8821.800000000001,0.020398101928883958,76.5,0
65,1,14,2,1,9772,7.9,6,5,1,0,28,1,1,0,0,0,1,2,0,2,0,0,10,12,0,1,8794.800000000001,0.016228097204248063,49.0,2
74,1,1,1,1,9763,14.79,14,4,0,1,37,2,0,0,0,1,1,3,1,2,2,0,0,19,0,0,9763.0,0.030381462993775803,53.5,6
69,0,10,2,2,13941,119.69,22,2,1,2,5,1,0,1,0,1,2,2,0,5,0,0,30,32,1,0,9758.699999999999,0.2458659435919558,82.5,2
66,1,8,0,0,5321,36.85,35,2,0,0,27,1,0,1,0,1,2,1,0,4,0,1,0,31,1,0,5321.0,0.07569688379449889,83.5,1
19,1,1,0,0,5970,81.49,27,4,0,2,20,1,1,1,0,0,2,1,0,4,1,0,20,17,3,0,4776.0,0.16739590394609805,80.0,1
18,1,14,1,0,5333,35.34,22,5,0,2,36,2,1,0,0,0,1,1,0,2,1,0,0,20,0,0,5333.0,0.07259505762001603,53.0,1
65,1,7,0,2,13647,47.01,14,5,0,2,37,1,1,1,0,0,2,0,0,2,1,0,0,10,1,1,13647.0,0.0965674493128736,68.5,0
29,0,1,1,0,5381,47.09,24,5,0,2,34,4,1,1,0,1,3,2,0,3,0,0,10,10,1,0,4842.900000000001,0.09673178447443562,92.0,2
22,0,8,0,2,13832,1.59,24,5,0,0,14,1,0,0,0,1,1,0,1,4,1,0,20,8,2,0,11065.6,0.0032661613360448634,62.0,3
54,1,9,1,2,13118,29.46,20,5,1,1,47,1,0,1,0,0,1,2,0,3,1,0,20,15,1,0,10494.400000000001,0.0605164232452086,68.5,2
49,1,4,1,0,5656,99.77,19,3,0,0,6,2,1,1,0,0,2,0,1,2,0,0,15,27,1,0,4807.599999999999,0.20494648836301635,53.0,3
72,1,1,1,2,13596,33.58,15,5,0,1,27,1,1,0,0,1,2,1,0,2,1,0,0,21,2,0,13596.0,0.0689796840656519,63.5,1
26,0,14,1,4,16231,28.58,32,3,1,2,2,1,1,0,0,1,2,1,0,3,0,1,15,31,2,0,13796.35,0.05870873646802654,61.0,1
58,0,8,2,2,13355,37.38,3,5,0,2,9,1,1,0,0,0,1,0,0,4,0,0,0,21,2,0,13355.0,0.07678560423984718,59.5,0
52,1,1,0,0,5188,23.96,23,5,0,0,11,1,1,0,0,1,2,0,0,4,1,0,0,2,3,0,5188.0,0.04921838088782071,75.5,0
36,1,2,2,2,13620,36.22,20,4,1,1,54,1,1,0,0,0,1,0,0,2,3,0,5,29,1,0,12939.0,0.07440274439719809,62.0,0
65,1,1,2,1,9614,7.27,0,1,1,0,5,2,0,1,1,1,3,2,2,1,0,0,0,10,2,1,9614.0,0.014933957806947269,57.5,8
33,0,1,0,1,9715,172.02,16,5,0,2,11,1,1,0,0,1,2,1,0,1,0,0,10,22,2,1,8743.5,0.3533616811487028,45.5,1
20,1,7,1,0,5960,1.74,9,4,0,1,3,1,0,0,0,0,0,2,1,2,1,0,10,12,1,0,5364.0,0.003574289763973624,21.5,5
37,0,12,1,0,5211,33.01,9,5,0,2,26,2,0,1,0,1,2,1,0,1,1,0,10,25,1,1,4689.900000000001,0.0678087960395226,53.0,1
41,1,8,1,1,9616,11.79,12,1,0,1,14,2,1,0,0,0,1,0,0,2,2,0,10,25,0,0,8654.4,0.02421889443520059,42.0,0
71,0,14,1,2,13092,3.01,32,5,0,2,9,2,0,0,0,1,1,1,1,4,0,0,0,18,2,0,13092.0,0.006183110453770464,59.5,4
73,0,13,1,2,13256,52.74,19,5,0,2,56,1,1,1,1,0,3,2,0,4,1,0,0,32,1,0,13256.0,0.10833795525975227,113.0,2
50,1,8,1,1,9109,210.59,27,2,0,2,19,1,0,1,0,0,1,1,0,1,0,0,0,20,2,0,9109.0,0.4325917709167848,34.5,1
41,1,0,1,0,5285,69.24,7,5,0,2,17,1,0,1,0,1,2,1,1,1,3,0,10,34,2,1,4756.5,0.14223208233191592,48.5,4
69,0,1,1,4,16945,14.65,13,5,0,0,49,3,1,1,0,0,2,1,0,4,1,0,5,23,2,0,16097.75,0.030093876461042297,94.5,1
28,1,1,0,2,12653,34.0,15,5,1,2,58,2,1,0,0,1,2,0,0,5,0,0,0,21,0,0,12653.0,0.06984244366385242,109.0,0
66,0,13,1,0,5192,2.55,21,5,0,0,46,2,0,0,0,1,1,1,0,5,0,1,0,13,2,0,5192.0,0.005238183274788932,88.0,1
25,0,14,2,1,9742,37.93,25,5,0,2,24,1,0,0,0,0,0,1,1,3,1,0,0,34,3,0,9742.0,0.07791540847558595,42.0,4
53,0,8,2,0,5000,5.24,22,5,1,2,14,1,1,1,0,1,3,1,0,3,0,0,0,4,2,0,5000.0,0.010763953082311374,82.0,1
55,0,1,2,0,5490,79.14,11,4,1,2,10,2,1,0,0,1,2,0,1,1,1,0,0,21,2,1,5490.0,0.16256855857521416,45.0,3
57,0,11,1,0,5126,2.92,27,5,1,2,55,1,1,0,0,1,2,0,0,3,1,0,30,24,3,0,3588.2,0.005998233397013208,87.5,0
37,0,1,1,1,9762,0.47,13,1,0,2,7,1,0,1,0,1,2,1,0,5,1,0,5,33,1,0,9273.9,0.0009654690741767835,83.5,1
52,0,1,1,1,9471,98.86,22,4,0,2,13,2,1,1,0,0,2,1,0,2,0,0,5,33,2,0,8997.449999999999,0.20307717590024854,56.5,1
65,1,8,1,3,11921,142.84,6,2,0,1,35,1,0,0,0,0,0,4,0,2,0,0,0,14,2,0,11921.0,0.2934204309689612,37.5,4
42,0,10,1,1,9225,4.53,17,5,1,2,31,1,1,0,0,1,2,2,0,5,0,0,15,9,0,0,7841.25,0.009305478523448573,95.5,2
52,1,1,2,2,13716,16.35,25,5,0,2,38,1,1,1,0,0,2,1,0,2,1,0,15,35,2,0,11658.6,0.03358599864423492,69.0,1
